#;Projeto;Família;Descrição da Obra;Data;Status;Tipo Intervenção;PowerON;Equipamentos;Início;Fim;Contratada;Responsável;Longitude;Latitude
240;DAC/A.NOR.25.01302;DAC;Ligação Nova;06/06/2026;Liberado para Execução;FI;16256267;251ET004045;10:00;14:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
241;DAC/A.LES.24.00803;DAC;Ligação Nova;06/06/2026;Cancelado;FI;CANCELADO;356ET058313;10:00;14:00;Start Engenharia (Área 8B, 9 e 11) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
242;DAC/A.LES.25.00125;DAC;Alteração de Carga;06/06/2026;Liberado para Execução;FI;16258410;353ET024222;10:00;14:00;Start Engenharia (Área 8B, 9 e 11) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
243;DAC/A.LES.25.00103;DAC;Alteração de Carga;06/06/2026;Liberado para Execução;FI;16258410;353ET024222;10:00;14:00;Start Engenharia (Área 8B, 9 e 11) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
244;DAC/A.LES.25.00117;DAC;Alteração de Carga;06/06/2026;Liberado para Execução;FI;16258410;353ET024222;10:00;14:00;Start Engenharia (Área 8B, 9 e 11) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
245;DAC/A.NOR.26.00232;DAC;Remoção de Poste;06/06/2026;Liberado para Execução;PIE;16258123;257CF110607;10:00;14:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
246;DAC/A.NOR.25.01713;DAC;Remoção de Poste;06/06/2026;Liberado para Execução;FI;16255530;251ET008379;10:00;13:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
247;DAC/A.NOR.25.01140;DAC;Ligação Nova;06/06/2026;Liberado para Execução;FI;16256178;152BF020360;10:00;12:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
248;DAC/A.NOR.25.01172;DAC;Ligação Nova;06/06/2026;Liberado para Execução;FI;16256850;257ET012461;14:00;16:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
249;DAC/A.NOR.25.00226;DAC;Ligação Provisória;06/06/2026;Liberado para Execução;OLVR;Não informado;351CF012050;09:00;17:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
250;DAC/A.NOR.25.01011;DAC;Ligação Nova;06/06/2026;Liberado para Execução;FI;16256944;257ET055233;10:00;14:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
251;DAC/A.NOR.26.00224;DAC;Alteração de Carga;06/06/2026;Liberado para Execução;FI;16258103;354ET143116;10:00;14:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
252;DAC/A.LES.26.00625;DAC;Ligação Nova;06/06/2026;Liberado para Execução;FI;16271106;"ET-161139; ET-166978";10:00;14:00;Start Engenharia (Área 8B, 9 e 11) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
253;DAC/A.NOR.25.01772;DAC;Remoção de Posto Primário;06/06/2026;Liberado para Documentação;BRA;Não informado;354ET005029;08:00;17:00;Conecta Obras (Área 4 e 5) NEC;Técnico Enel Gilmar Campos;Não informado;Não informado
